"ppn"	"mv"	"trial"	"blk"	"hnd"	"tfac"	"fac"	"prmt"	"ttype"	"xr"	"r"	"cor"	"rt"	"re"	"target"	"contingency_aware"	"contingency_correct"
"3391"	27	"v"	63	2	1	1	2	216	1	5	5	1	556	1	"aangenaam"	0	4
"3392"	27	"v"	64	2	1	1	4	216	1	5	5	1	470	7	"aangenaam"	0	4
"3393"	27	"v"	65	3	1	1	3	216	1	5	5	1	501	1	"aangenaam"	1	1
"3394"	27	"v"	66	3	1	1	2	216	0	6	6	1	653	1	"onsympathiek"	0	4
"3395"	27	"v"	67	3	1	2	0	216	1	5	5	1	676	1	"sympathiek"	0	2
"3396"	27	"v"	68	3	1	2	7	216	1	5	5	1	608	7	"mooi"	0	4
"3397"	27	"v"	69	3	1	1	2	216	0	6	6	1	570	7	"humeurig"	0	4
"3398"	27	"v"	70	3	1	2	5	216	0	6	6	1	465	1	"onsympathiek"	1	1
"3399"	27	"v"	71	3	1	2	0	216	1	5	5	1	680	7	"vriendelijk"	0	2
"3400"	27	"v"	72	3	1	2	5	216	0	6	6	1	519	16	"irritant"	1	1
"3401"	27	"v"	73	3	1	1	2	216	1	5	5	1	597	7	"mooi"	0	4
"3402"	27	"v"	74	3	1	2	1	216	0	6	6	1	478	1	"stug"	0	3
"3404"	27	"v"	76	3	1	1	3	216	0	6	6	1	757	7	"humeurig"	1	1
"3405"	27	"v"	77	3	1	1	3	216	0	6	6	1	545	7	"irritant"	1	1
"3406"	27	"v"	78	3	1	2	5	216	0	6	6	1	542	7	"onsympathiek"	1	1
"3407"	27	"v"	79	3	1	1	4	216	0	6	6	1	402	1	"onsympathiek"	0	4
"3408"	27	"v"	80	3	1	1	6	216	0	6	6	1	436	7	"irritant"	0	2
"3409"	27	"v"	81	3	1	2	1	216	0	6	6	1	468	1	"onsympathiek"	0	3
"3410"	27	"v"	82	3	1	1	4	216	0	6	6	1	422	7	"onaardig"	0	4
"3411"	27	"v"	83	3	1	1	4	216	1	5	5	1	556	7	"sympathiek"	0	4
"3412"	27	"v"	84	3	1	1	6	216	0	6	6	1	551	7	"irritant"	0	2
"3413"	27	"v"	85	3	1	2	7	216	1	5	5	1	805	6	"sympathiek"	0	4
"3414"	27	"v"	86	3	1	2	7	216	0	6	6	1	532	1	"irritant"	0	4
"3415"	27	"v"	87	3	1	1	3	216	0	6	6	1	436	7	"irritant"	1	1
"3416"	27	"v"	88	3	1	1	4	216	0	6	6	1	471	1	"onsympathiek"	0	4
"3417"	27	"v"	89	3	1	1	3	216	1	5	5	1	508	7	"lief"	1	1
"3418"	27	"v"	90	3	1	2	5	216	1	5	5	1	501	1	"liefhebbend"	1	1
"3419"	27	"v"	91	3	1	2	1	216	1	5	5	1	406	6	"liefhebbend"	0	3
"3420"	27	"v"	92	3	1	2	1	216	1	5	5	1	630	1	"aangenaam"	0	3
"3421"	27	"v"	93	3	1	2	1	216	1	5	5	1	380	7	"mooi"	0	3
"3422"	27	"v"	94	3	1	1	2	216	0	6	6	1	516	1	"stug"	0	4
"3423"	27	"v"	95	3	1	2	7	216	1	5	5	1	626	1	"sympathiek"	0	4
"3424"	27	"v"	96	3	1	1	6	216	1	5	5	1	458	1	"liefhebbend"	0	2
"3425"	27	"v"	97	4	1	2	1	216	0	6	6	1	508	1	"onvriendelijk"	0	3
"3426"	27	"v"	98	4	1	2	5	216	0	6	6	1	429	7	"irritant"	1	1
"3427"	27	"v"	99	4	1	1	2	216	0	6	6	1	424	8	"stug"	0	4
"3428"	27	"v"	100	4	1	1	6	216	1	5	5	1	562	7	"liefhebbend"	0	2
"3429"	27	"v"	101	4	1	2	0	216	0	6	6	1	477	1	"onaardig"	0	2
"3430"	27	"v"	102	4	1	2	7	216	1	5	5	1	461	10	"lief"	0	4
"3431"	27	"v"	103	4	1	1	2	216	0	6	6	1	389	7	"onaardig"	0	4
"3433"	27	"v"	105	4	1	2	1	216	1	5	5	1	628	1	"liefhebbend"	0	3
"3434"	27	"v"	106	4	1	1	3	216	1	5	5	1	633	7	"vriendelijk"	1	1
"3435"	27	"v"	107	4	1	2	0	216	1	5	5	1	514	1	"mooi"	0	2
"3436"	27	"v"	108	4	1	1	3	216	1	5	5	1	522	1	"aangenaam"	1	1
"3437"	27	"v"	109	4	1	2	5	216	0	6	6	1	451	7	"onvriendelijk"	1	1
"3438"	27	"v"	110	4	1	2	1	216	0	6	6	1	423	1	"onaardig"	0	3
"3439"	27	"v"	111	4	1	1	6	216	1	5	5	1	466	1	"vriendelijk"	0	2
"3440"	27	"v"	112	4	1	2	1	216	1	5	5	1	409	7	"lief"	0	3
"3441"	27	"v"	113	4	1	2	5	216	1	5	5	1	356	7	"lief"	1	1
"3442"	27	"v"	114	4	1	2	0	216	1	5	5	1	336	1	"lief"	0	2
"3443"	27	"v"	115	4	1	1	6	216	1	5	5	1	317	1	"lief"	0	2
"3444"	27	"v"	116	4	1	1	2	216	1	5	5	1	394	1	"vriendelijk"	0	4
"3445"	27	"v"	117	4	1	2	7	216	0	6	6	1	478	7	"onaardig"	0	4
"3446"	27	"v"	118	4	1	2	1	216	1	5	5	1	654	1	"sympathiek"	0	3
"3447"	27	"v"	119	4	1	2	7	216	0	6	6	1	505	1	"onsympathiek"	0	4
"3448"	27	"v"	120	4	1	1	4	216	1	5	5	1	484	7	"vriendelijk"	0	4
"3449"	27	"v"	121	4	1	1	6	216	0	6	6	1	585	1	"humeurig"	0	2
"3450"	27	"v"	122	4	1	1	3	216	0	6	6	1	489	7	"onvriendelijk"	1	1
"3451"	27	"v"	123	4	1	1	4	216	1	5	5	1	568	1	"aangenaam"	0	4
"3453"	27	"v"	125	4	1	1	4	216	1	5	5	1	501	1	"liefhebbend"	0	4
"3454"	27	"v"	126	4	1	1	3	216	0	6	6	1	487	1	"stug"	1	1
"3456"	27	"v"	128	4	1	2	0	216	1	5	5	1	442	1	"mooi"	0	2
"3459"	28	"v"	3	1	2	2	5	216	1	6	6	1	898	7	"vriendelijk"	0	3
"3460"	28	"v"	4	1	2	1	6	216	0	5	5	1	1000	7	"irritant"	0	2
"3461"	28	"v"	5	1	2	2	0	216	0	5	5	1	499	1	"stug"	0	2
"3462"	28	"v"	6	1	2	2	5	216	0	5	5	1	585	1	"humeurig"	0	3
"3463"	28	"v"	7	1	2	2	1	216	1	6	6	1	653	7	"lief"	1	1
"3464"	28	"v"	8	1	2	2	1	216	1	6	6	1	478	7	"mooi"	1	1
"3465"	28	"v"	9	1	2	2	0	216	1	6	6	1	546	7	"aangenaam"	0	2
"3466"	28	"v"	10	1	2	1	6	216	1	6	6	1	477	1	"sympathiek"	0	2
"3467"	28	"v"	11	1	2	1	6	216	1	6	6	1	587	1	"mooi"	0	2
"3468"	28	"v"	12	1	2	1	6	216	1	6	6	1	352	1	"sympathiek"	0	2
"3469"	28	"v"	13	1	2	1	3	216	0	5	5	1	594	7	"irritant"	0	2
"3470"	28	"v"	14	1	2	2	0	216	1	6	6	1	705	7	"lief"	0	2
"3471"	28	"v"	15	1	2	2	7	216	0	5	5	1	934	7	"humeurig"	0	3
"3472"	28	"v"	16	1	2	1	2	216	0	5	5	1	483	6	"humeurig"	0	3
"3473"	28	"v"	17	1	2	1	4	216	0	5	5	1	622	7	"irritant"	1	1
"3474"	28	"v"	18	1	2	2	7	216	1	6	6	1	628	7	"liefhebbend"	0	3
"3475"	28	"v"	19	1	2	2	7	216	1	6	6	1	430	7	"mooi"	0	3
"3476"	28	"v"	20	1	2	2	0	216	1	6	6	1	412	6	"sympathiek"	0	2
"3477"	28	"v"	21	1	2	2	0	216	1	6	6	1	443	1	"lief"	0	2
"3478"	28	"v"	22	1	2	2	5	216	1	6	6	1	430	6	"liefhebbend"	0	3
"3479"	28	"v"	23	1	2	1	3	216	1	6	6	1	416	7	"sympathiek"	0	2
"3480"	28	"v"	24	1	2	2	1	216	1	6	6	1	459	1	"liefhebbend"	1	1
"3481"	28	"v"	25	1	2	1	4	216	0	5	5	1	605	7	"onaardig"	1	1
"3482"	28	"v"	26	1	2	2	7	216	1	6	6	1	435	7	"mooi"	0	3
"3483"	28	"v"	27	1	2	1	6	216	1	6	6	1	369	1	"mooi"	0	2
"3484"	28	"v"	28	1	2	2	7	216	1	6	6	1	482	1	"vriendelijk"	0	3
"3485"	28	"v"	29	1	2	1	6	216	0	5	5	1	532	8	"onaardig"	0	2
"3486"	28	"v"	30	1	2	1	2	216	1	6	6	1	552	1	"sympathiek"	0	3
"3487"	28	"v"	31	1	2	1	6	216	0	5	5	1	555	7	"onaardig"	0	2
"3488"	28	"v"	32	1	2	1	4	216	0	5	5	1	455	7	"irritant"	1	1
"3489"	28	"v"	33	2	2	2	1	216	1	6	6	1	506	1	"sympathiek"	1	1
"3490"	28	"v"	34	2	2	2	5	216	1	6	6	1	443	1	"sympathiek"	0	3
"3491"	28	"v"	35	2	2	1	2	216	0	5	5	1	723	1	"humeurig"	0	3
"3492"	28	"v"	36	2	2	2	1	216	1	6	6	1	703	7	"aangenaam"	1	1
"3493"	28	"v"	37	2	2	1	4	216	0	5	5	1	804	1	"onvriendelijk"	1	1
"3494"	28	"v"	38	2	2	2	7	216	0	5	5	1	504	1	"onaardig"	0	3
"3495"	28	"v"	39	2	2	2	5	216	0	5	5	1	639	1	"stug"	0	3
"3496"	28	"v"	40	2	2	1	4	216	0	5	5	1	497	1	"onaardig"	1	1
"3497"	28	"v"	41	2	2	2	5	216	1	6	6	1	494	6	"lief"	0	3
"3498"	28	"v"	42	2	2	2	5	216	0	5	5	1	578	1	"onaardig"	0	3
"3499"	28	"v"	43	2	2	1	3	216	1	6	6	1	530	1	"lief"	0	2
"3500"	28	"v"	44	2	2	2	1	216	0	5	5	1	550	1	"irritant"	1	1
"3501"	28	"v"	45	2	2	2	7	216	0	5	5	1	906	8	"stug"	0	3
"3504"	28	"v"	48	2	2	2	1	216	0	5	5	1	575	1	"onvriendelijk"	1	1
"3505"	28	"v"	49	2	2	1	4	216	0	5	5	1	386	7	"onvriendelijk"	1	1
"3506"	28	"v"	50	2	2	1	4	216	1	6	6	1	593	8	"vriendelijk"	1	1
"3507"	28	"v"	51	2	2	2	1	216	0	5	5	1	705	8	"irritant"	1	1
"3508"	28	"v"	52	2	2	1	6	216	1	6	6	1	663	7	"aangenaam"	0	2
"3509"	28	"v"	53	2	2	1	2	216	1	6	6	1	571	7	"liefhebbend"	0	3
"3510"	28	"v"	54	2	2	2	0	216	0	5	5	1	541	7	"irritant"	0	2
"3511"	28	"v"	55	2	2	1	6	216	0	5	5	1	664	1	"onsympathiek"	0	2
"3512"	28	"v"	56	2	2	1	3	216	1	6	6	1	686	1	"lief"	0	2
"3513"	28	"v"	57	2	2	1	2	216	1	6	6	1	677	1	"vriendelijk"	0	3
"3514"	28	"v"	58	2	2	2	5	216	1	6	6	1	594	7	"mooi"	0	3
"3515"	28	"v"	59	2	2	1	3	216	1	6	6	1	574	6	"sympathiek"	0	2
"3516"	28	"v"	60	2	2	2	1	216	1	6	6	1	457	1	"sympathiek"	1	1
"3517"	28	"v"	61	2	2	2	5	216	1	6	6	1	598	7	"liefhebbend"	0	3
"3518"	28	"v"	62	2	2	1	3	216	0	5	5	1	744	8	"stug"	0	2
"3519"	28	"v"	63	2	2	2	5	216	0	5	5	1	744	1	"irritant"	0	3
"3520"	28	"v"	64	2	2	2	0	216	0	5	5	1	480	1	"humeurig"	0	2
"3521"	28	"v"	65	3	2	1	6	216	1	6	6	1	715	7	"liefhebbend"	0	2
"3522"	28	"v"	66	3	2	2	1	216	0	5	5	1	659	6	"onsympathiek"	1	1
"3523"	28	"v"	67	3	2	1	3	216	0	5	5	1	448	7	"irritant"	0	2
"3524"	28	"v"	68	3	2	1	3	216	1	6	6	1	555	1	"lief"	0	2
"3525"	28	"v"	69	3	2	1	2	216	0	5	5	1	531	7	"onvriendelijk"	0	3
"3526"	28	"v"	70	3	2	2	7	216	1	6	6	1	660	7	"aangenaam"	0	3
"3527"	28	"v"	71	3	2	2	5	216	0	5	5	1	629	1	"onaardig"	0	3
"3528"	28	"v"	72	3	2	2	1	216	0	5	5	1	566	6	"irritant"	1	1
"3529"	28	"v"	73	3	2	2	0	216	0	5	5	1	517	1	"onsympathiek"	0	2
"3530"	28	"v"	74	3	2	1	2	216	1	6	6	1	694	1	"liefhebbend"	0	3
"3531"	28	"v"	75	3	2	2	7	216	0	5	5	1	581	1	"stug"	0	3
"3532"	28	"v"	76	3	2	1	4	216	1	6	6	1	480	7	"mooi"	1	1
"3533"	28	"v"	77	3	2	2	7	216	1	6	6	1	655	7	"liefhebbend"	0	3
"3534"	28	"v"	78	3	2	1	4	216	1	6	6	1	460	7	"lief"	1	1
"3535"	28	"v"	79	3	2	2	0	216	0	5	5	1	601	6	"onvriendelijk"	0	2
"3536"	28	"v"	80	3	2	1	4	216	1	6	6	1	580	7	"mooi"	1	1
"3537"	28	"v"	81	3	2	2	7	216	0	5	5	1	513	7	"irritant"	0	3
"3538"	28	"v"	82	3	2	2	0	216	1	6	6	1	511	1	"liefhebbend"	0	2
"3539"	28	"v"	83	3	2	2	0	216	1	6	6	1	502	7	"vriendelijk"	0	2
"3542"	28	"v"	86	3	2	1	4	216	0	5	5	1	772	8	"onsympathiek"	1	1
"3543"	28	"v"	87	3	2	2	0	216	0	5	5	1	825	7	"irritant"	0	2
"3544"	28	"v"	88	3	2	2	1	216	0	5	5	1	568	1	"humeurig"	1	1
"3545"	28	"v"	89	3	2	2	0	216	0	5	5	1	450	7	"humeurig"	0	2
"3546"	28	"v"	90	3	2	1	6	216	0	5	5	1	462	1	"stug"	0	2
"3547"	28	"v"	91	3	2	1	3	216	0	5	5	1	545	6	"onaardig"	0	2
"3548"	28	"v"	92	3	2	2	7	216	0	5	5	1	482	1	"onsympathiek"	0	3
"3549"	28	"v"	93	3	2	1	2	216	0	5	5	1	473	7	"onsympathiek"	0	3
"3550"	28	"v"	94	3	2	2	1	216	1	6	6	1	714	6	"liefhebbend"	1	1
"3551"	28	"v"	95	3	2	1	3	216	0	5	5	1	622	1	"irritant"	0	2
"3552"	28	"v"	96	3	2	2	0	216	1	6	6	1	615	1	"lief"	0	2
"3553"	28	"v"	97	4	2	1	3	216	0	5	5	1	530	7	"irritant"	0	2
"3554"	28	"v"	98	4	2	2	0	216	1	6	6	1	679	7	"lief"	0	2
"3556"	28	"v"	100	4	2	2	7	216	0	5	5	1	872	6	"stug"	0	3
"3557"	28	"v"	101	4	2	1	2	216	1	6	6	1	635	1	"lief"	0	3
"3558"	28	"v"	102	4	2	2	5	216	1	6	6	1	625	7	"mooi"	0	3
"3559"	28	"v"	103	4	2	2	1	216	0	5	5	1	612	1	"onsympathiek"	1	1
"3560"	28	"v"	104	4	2	1	6	216	0	5	5	1	898	1	"onvriendelijk"	0	2
"3561"	28	"v"	105	4	2	2	7	216	1	6	6	1	650	6	"liefhebbend"	0	3
"3562"	28	"v"	106	4	2	1	4	216	1	6	6	1	482	9	"mooi"	1	1
"3563"	28	"v"	107	4	2	1	2	216	1	6	6	1	620	7	"liefhebbend"	0	3
"3564"	28	"v"	108	4	2	2	7	216	0	5	5	1	789	7	"onvriendelijk"	0	3
"3566"	28	"v"	110	4	2	1	6	216	1	6	6	1	766	1	"sympathiek"	0	2
"3567"	28	"v"	111	4	2	1	4	216	1	6	6	1	569	1	"aangenaam"	1	1
"3568"	28	"v"	112	4	2	2	1	216	1	6	6	1	543	1	"liefhebbend"	1	1
"3569"	28	"v"	113	4	2	1	2	216	0	5	5	1	593	1	"onsympathiek"	0	3
"3570"	28	"v"	114	4	2	1	2	216	0	5	5	1	608	7	"stug"	0	3
"3571"	28	"v"	115	4	2	1	4	216	1	6	6	1	609	1	"aangenaam"	1	1
"3572"	28	"v"	116	4	2	1	4	216	0	5	5	1	728	1	"onvriendelijk"	1	1
"3573"	28	"v"	117	4	2	1	2	216	1	6	6	1	719	20	"lief"	0	3
"3574"	28	"v"	118	4	2	1	3	216	1	6	6	1	541	1	"liefhebbend"	0	2
"3575"	28	"v"	119	4	2	2	5	216	0	5	5	1	601	7	"stug"	0	3
"3576"	28	"v"	120	4	2	1	3	216	1	6	6	1	654	7	"mooi"	0	2
"3577"	28	"v"	121	4	2	1	6	216	0	5	5	1	643	1	"onsympathiek"	0	2
"3578"	28	"v"	122	4	2	1	6	216	0	5	5	1	569	1	"onsympathiek"	0	2
"3579"	28	"v"	123	4	2	1	2	216	0	5	5	1	566	7	"stug"	0	3
"3580"	28	"v"	124	4	2	2	0	216	0	5	5	1	550	6	"humeurig"	0	2
"3581"	28	"v"	125	4	2	1	6	216	1	6	6	1	599	1	"aangenaam"	0	2
"3582"	28	"v"	126	4	2	2	5	216	1	6	6	1	629	1	"sympathiek"	0	3
"3583"	28	"v"	127	4	2	1	3	216	0	5	5	1	652	1	"onvriendelijk"	0	2
"3584"	28	"v"	128	4	2	1	4	216	1	6	6	1	480	7	"vriendelijk"	1	1
"3586"	29	"m"	2	1	2	1	4	216	0	5	5	1	1082	7	"onsympathiek"	0	4
"3587"	29	"m"	3	1	2	2	7	216	0	5	5	1	698	6	"irritant"	0	4
"3588"	29	"m"	4	1	2	2	0	216	1	6	6	1	463	1	"mooi"	0	4
"3591"	29	"m"	7	1	2	1	3	216	1	6	6	1	557	9	"lief"	0	4
"3592"	29	"m"	8	1	2	1	1	216	0	5	5	1	598	7	"irritant"	0	4
"3593"	29	"m"	9	1	2	1	1	216	1	6	6	1	650	10	"liefhebbend"	0	4
"3594"	29	"m"	10	1	2	2	2	216	1	6	6	1	611	7	"vriendelijk"	0	2
"3595"	29	"m"	11	1	2	2	0	216	1	6	6	1	574	7	"aangenaam"	0	4
"3596"	29	"m"	12	1	2	1	1	216	0	5	5	1	596	8	"onvriendelijk"	0	4
"3597"	29	"m"	13	1	2	1	3	216	1	6	6	1	682	7	"vriendelijk"	0	4
"3598"	29	"m"	14	1	2	1	1	216	1	6	6	1	475	7	"sympathiek"	0	4
"3599"	29	"m"	15	1	2	1	6	216	1	6	6	1	422	6	"sympathiek"	1	1
"3600"	29	"m"	16	1	2	2	7	216	1	6	6	1	440	1	"sympathiek"	0	4
"3601"	29	"m"	17	1	2	2	5	216	1	6	6	1	456	1	"sympathiek"	0	4
"3602"	29	"m"	18	1	2	2	5	216	0	5	5	1	579	7	"onvriendelijk"	0	4
"3603"	29	"m"	19	1	2	2	5	216	1	6	6	1	499	7	"aangenaam"	0	4
"3604"	29	"m"	20	1	2	1	1	216	0	5	5	1	655	8	"onvriendelijk"	0	4
"3605"	29	"m"	21	1	2	2	7	216	1	6	6	1	456	7	"sympathiek"	0	4
"3606"	29	"m"	22	1	2	2	0	216	1	6	6	1	452	7	"lief"	0	4
"3607"	29	"m"	23	1	2	2	2	216	0	5	5	1	524	1	"irritant"	0	2
"3608"	29	"m"	24	1	2	1	4	216	0	5	5	1	875	1	"stug"	0	4
"3609"	29	"m"	25	1	2	2	0	216	0	5	5	1	617	1	"humeurig"	0	4
"3610"	29	"m"	26	1	2	1	3	216	1	6	6	1	476	6	"lief"	0	4
"3611"	29	"m"	27	1	2	1	4	216	0	5	5	1	795	10	"onsympathiek"	0	4
"3612"	29	"m"	28	1	2	2	5	216	0	5	5	1	560	1	"humeurig"	0	4
"3613"	29	"m"	29	1	2	1	1	216	1	6	6	1	466	1	"vriendelijk"	0	4
"3614"	29	"m"	30	1	2	2	2	216	1	6	6	1	575	7	"aangenaam"	0	2
"3615"	29	"m"	31	1	2	1	3	216	0	5	5	1	601	8	"onsympathiek"	0	4
"3616"	29	"m"	32	1	2	2	5	216	0	5	5	1	553	7	"onsympathiek"	0	4
"3617"	29	"m"	33	2	2	2	0	216	0	5	5	1	520	1	"stug"	0	4
"3618"	29	"m"	34	2	2	2	7	216	0	5	5	1	468	1	"stug"	0	4
"3619"	29	"m"	35	2	2	2	7	216	1	6	6	1	410	7	"vriendelijk"	0	4
"3620"	29	"m"	36	2	2	2	7	216	0	5	5	1	540	1	"irritant"	0	4
"3621"	29	"m"	37	2	2	1	6	216	1	6	6	1	484	7	"mooi"	1	1
"3622"	29	"m"	38	2	2	1	4	216	0	5	5	1	603	1	"irritant"	0	4
"3623"	29	"m"	39	2	2	1	4	216	1	6	6	1	479	1	"mooi"	0	4
"3624"	29	"m"	40	2	2	2	0	216	1	6	6	1	485	9	"aangenaam"	0	4
"3626"	29	"m"	42	2	2	1	1	216	0	5	5	1	838	1	"onvriendelijk"	0	4
"3627"	29	"m"	43	2	2	2	2	216	0	5	5	1	611	1	"humeurig"	0	2
"3628"	29	"m"	44	2	2	1	6	216	0	5	5	1	521	1	"stug"	1	1
"3629"	29	"m"	45	2	2	1	6	216	0	5	5	1	619	1	"onvriendelijk"	1	1
"3630"	29	"m"	46	2	2	1	6	216	1	6	6	1	654	6	"sympathiek"	1	1
"3631"	29	"m"	47	2	2	2	2	216	1	6	6	1	488	7	"aangenaam"	0	2
"3632"	29	"m"	48	2	2	2	5	216	0	5	5	1	556	1	"irritant"	0	4
"3633"	29	"m"	49	2	2	2	0	216	0	5	5	1	654	1	"onsympathiek"	0	4
"3634"	29	"m"	50	2	2	2	5	216	1	6	6	1	613	1	"liefhebbend"	0	4
"3635"	29	"m"	51	2	2	1	3	216	1	6	6	1	518	22	"liefhebbend"	0	4
"3636"	29	"m"	52	2	2	1	6	216	1	6	6	1	505	1	"mooi"	1	1
"3637"	29	"m"	53	2	2	2	0	216	1	6	6	1	455	7	"mooi"	0	4
"3638"	29	"m"	54	2	2	1	3	216	1	6	6	1	408	7	"mooi"	0	4
"3639"	29	"m"	55	2	2	1	4	216	1	6	6	1	549	7	"aangenaam"	0	4
"3640"	29	"m"	56	2	2	2	0	216	0	5	5	1	592	8	"stug"	0	4
"3641"	29	"m"	57	2	2	1	1	216	0	5	5	1	510	7	"stug"	0	4
"3642"	29	"m"	58	2	2	2	7	216	0	5	5	1	386	6	"stug"	0	4
"3643"	29	"m"	59	2	2	2	7	216	0	5	5	1	579	7	"onsympathiek"	0	4
"3644"	29	"m"	60	2	2	1	6	216	0	5	5	1	442	1	"irritant"	1	1
"3645"	29	"m"	61	2	2	2	2	216	1	6	6	1	613	7	"aangenaam"	0	2
"3646"	29	"m"	62	2	2	1	1	216	0	5	5	1	579	1	"humeurig"	0	4
"3647"	29	"m"	63	2	2	2	5	216	0	5	5	1	574	1	"stug"	0	4
"3648"	29	"m"	64	2	2	1	1	216	1	6	6	1	463	1	"aangenaam"	0	4
"3649"	29	"m"	65	3	2	2	5	216	0	5	5	1	508	6	"humeurig"	0	4
"3650"	29	"m"	66	3	2	2	2	216	1	6	6	1	453	1	"sympathiek"	0	2
"3651"	29	"m"	67	3	2	1	4	216	1	6	6	1	482	1	"lief"	0	4
"3652"	29	"m"	68	3	2	2	2	216	1	6	6	1	420	1	"sympathiek"	0	2
"3653"	29	"m"	69	3	2	1	4	216	1	6	6	1	478	1	"liefhebbend"	0	4
"3654"	29	"m"	70	3	2	1	4	216	1	6	6	1	371	1	"mooi"	0	4
"3655"	29	"m"	71	3	2	1	4	216	1	6	6	1	424	1	"mooi"	0	4
"3656"	29	"m"	72	3	2	1	3	216	0	5	5	1	607	7	"humeurig"	0	4
"3657"	29	"m"	73	3	2	2	5	216	1	6	6	1	519	10	"lief"	0	4
"3658"	29	"m"	74	3	2	1	3	216	0	5	5	1	544	1	"onsympathiek"	0	4
"3659"	29	"m"	75	3	2	2	2	216	0	5	5	1	429	1	"irritant"	0	2
"3660"	29	"m"	76	3	2	1	3	216	1	6	6	1	414	1	"mooi"	0	4
"3661"	29	"m"	77	3	2	1	6	216	1	6	6	1	584	1	"sympathiek"	1	1
"3662"	29	"m"	78	3	2	2	0	216	1	6	6	1	451	1	"aangenaam"	0	4
"3663"	29	"m"	79	3	2	2	2	216	0	5	5	1	514	1	"onsympathiek"	0	2
"3664"	29	"m"	80	3	2	1	6	216	1	6	6	1	625	7	"vriendelijk"	1	1
"3665"	29	"m"	81	3	2	2	0	216	0	5	5	1	545	1	"irritant"	0	4
"3666"	29	"m"	82	3	2	1	3	216	1	6	6	1	591	1	"vriendelijk"	0	4
"3667"	29	"m"	83	3	2	2	2	216	0	5	5	1	495	1	"onsympathiek"	0	2
"3668"	29	"m"	84	3	2	1	6	216	1	6	6	1	510	7	"lief"	1	1
"3669"	29	"m"	85	3	2	2	7	216	0	5	5	1	950	1	"irritant"	0	4
"3670"	29	"m"	86	3	2	2	7	216	1	6	6	1	374	1	"lief"	0	4
"3671"	29	"m"	87	3	2	2	7	216	0	5	5	1	1031	1	"onsympathiek"	0	4
"3672"	29	"m"	88	3	2	1	3	216	0	5	5	1	580	7	"onsympathiek"	0	4
"3673"	29	"m"	89	3	2	2	5	216	1	6	6	1	524	1	"vriendelijk"	0	4
"3674"	29	"m"	90	3	2	2	5	216	0	5	5	1	594	7	"onsympathiek"	0	4
"3675"	29	"m"	91	3	2	1	3	216	1	6	6	1	596	1	"aangenaam"	0	4
"3676"	29	"m"	92	3	2	2	7	216	1	6	6	1	499	7	"sympathiek"	0	4
"3677"	29	"m"	93	3	2	1	6	216	0	5	5	1	721	1	"onaardig"	1	1
"3678"	29	"m"	94	3	2	1	6	216	0	5	5	1	434	7	"onaardig"	1	1
"3679"	29	"m"	95	3	2	2	2	216	1	6	6	1	474	1	"lief"	0	2
"3681"	29	"m"	97	4	2	1	4	216	0	5	5	1	1075	1	"humeurig"	0	4
"3682"	29	"m"	98	4	2	1	4	216	1	6	6	1	489	7	"liefhebbend"	0	4
"3683"	29	"m"	99	4	2	1	4	216	0	5	5	1	538	1	"onsympathiek"	0	4
"3684"	29	"m"	100	4	2	2	0	216	0	5	5	1	501	1	"onvriendelijk"	0	4
"3685"	29	"m"	101	4	2	2	2	216	0	5	5	1	1058	1	"humeurig"	0	2
"3686"	29	"m"	102	4	2	1	1	216	1	6	6	1	440	9	"mooi"	0	4
"3687"	29	"m"	103	4	2	1	6	216	1	6	6	1	599	7	"vriendelijk"	1	1
"3688"	29	"m"	104	4	2	2	2	216	0	5	5	1	507	1	"onsympathiek"	0	2
"3689"	29	"m"	105	4	2	1	3	216	0	5	5	1	724	10	"humeurig"	0	4
"3690"	29	"m"	106	4	2	1	6	216	0	5	5	1	587	7	"stug"	1	1
"3691"	29	"m"	107	4	2	1	3	216	0	5	5	1	613	6	"onsympathiek"	0	4
"3692"	29	"m"	108	4	2	2	5	216	1	6	6	1	398	1	"mooi"	0	4
"3693"	29	"m"	109	4	2	1	3	216	0	5	5	1	871	1	"onvriendelijk"	0	4
"3694"	29	"m"	110	4	2	1	1	216	0	5	5	1	563	1	"onaardig"	0	4
"3695"	29	"m"	111	4	2	2	0	216	0	5	5	1	413	1	"irritant"	0	4
"3696"	29	"m"	112	4	2	1	6	216	0	5	5	1	371	9	"irritant"	1	1
"3697"	29	"m"	113	4	2	2	0	216	1	6	6	1	538	1	"liefhebbend"	0	4
"3698"	29	"m"	114	4	2	1	1	216	1	6	6	1	424	1	"lief"	0	4
"3699"	29	"m"	115	4	2	2	7	216	0	5	5	1	476	1	"onsympathiek"	0	4
"3700"	29	"m"	116	4	2	2	5	216	1	6	6	1	609	1	"mooi"	0	4
"3701"	29	"m"	117	4	2	2	5	216	0	5	5	1	561	1	"onsympathiek"	0	4
"3702"	29	"m"	118	4	2	2	2	216	1	6	6	1	723	1	"liefhebbend"	0	2
"3703"	29	"m"	119	4	2	1	1	216	0	5	5	1	484	1	"onsympathiek"	0	4
"3704"	29	"m"	120	4	2	2	7	216	1	6	6	1	450	1	"mooi"	0	4
"3705"	29	"m"	121	4	2	2	7	216	1	6	6	1	465	1	"vriendelijk"	0	4
"3706"	29	"m"	122	4	2	1	4	216	0	5	5	1	463	7	"onsympathiek"	0	4
