"ppn"	"mv"	"trial"	"blk"	"hnd"	"tfac"	"fac"	"prmt"	"ttype"	"xr"	"r"	"cor"	"rt"	"re"	"target"	"contingency_aware"	"contingency_correct"
"316"	3	"v"	60	2	2	2	4	216	0	5	5	1	559	1	"irritant"	0	3
"317"	3	"v"	61	2	2	1	2	216	1	6	6	1	850	1	"liefhebbend"	0	3
"318"	3	"v"	62	2	2	2	1	216	1	6	6	1	575	7	"liefhebbend"	1	1
"319"	3	"v"	63	2	2	2	4	216	1	6	6	1	570	1	"aangenaam"	0	3
"320"	3	"v"	64	2	2	2	5	216	0	5	5	1	578	1	"humeurig"	0	4
"321"	3	"v"	65	3	2	1	2	216	1	6	6	1	676	1	"mooi"	0	3
"322"	3	"v"	66	3	2	1	2	216	1	6	6	1	510	1	"mooi"	0	3
"323"	3	"v"	67	3	2	2	4	216	0	5	5	1	637	1	"onaardig"	0	3
"324"	3	"v"	68	3	2	1	6	216	0	5	5	1	529	6	"humeurig"	0	2
"325"	3	"v"	69	3	2	2	3	216	0	5	5	1	511	7	"onaardig"	1	1
"326"	3	"v"	70	3	2	2	3	216	0	5	5	1	721	7	"onsympathiek"	1	1
"327"	3	"v"	71	3	2	2	5	216	1	6	6	1	807	1	"liefhebbend"	0	4
"328"	3	"v"	72	3	2	1	6	216	0	5	5	1	584	1	"humeurig"	0	2
"329"	3	"v"	73	3	2	1	6	216	1	6	6	1	752	1	"sympathiek"	0	2
"330"	3	"v"	74	3	2	1	0	216	1	6	6	1	637	7	"sympathiek"	0	4
"331"	3	"v"	75	3	2	1	0	216	0	5	5	1	654	1	"onaardig"	0	4
"332"	3	"v"	76	3	2	2	3	216	0	5	5	1	639	1	"irritant"	1	1
"333"	3	"v"	77	3	2	1	7	216	0	5	5	1	622	21	"irritant"	0	2
"334"	3	"v"	78	3	2	2	5	216	1	6	6	1	507	1	"mooi"	0	4
"335"	3	"v"	79	3	2	1	2	216	1	6	6	1	724	1	"aangenaam"	0	3
"336"	3	"v"	80	3	2	2	4	216	1	6	6	1	631	1	"sympathiek"	0	3
"337"	3	"v"	81	3	2	2	1	216	0	5	5	1	660	6	"stug"	1	1
"338"	3	"v"	82	3	2	2	4	216	0	5	5	1	510	7	"stug"	0	3
"339"	3	"v"	83	3	2	2	3	216	1	6	6	1	624	7	"vriendelijk"	1	1
"340"	3	"v"	84	3	2	2	3	216	0	5	5	1	875	6	"onaardig"	1	1
"341"	3	"v"	85	3	2	2	4	216	1	6	6	1	604	7	"vriendelijk"	0	3
"342"	3	"v"	86	3	2	2	3	216	1	6	6	1	683	9	"lief"	1	1
"343"	3	"v"	87	3	2	1	0	216	1	6	6	1	706	7	"sympathiek"	0	4
"344"	3	"v"	88	3	2	2	4	216	1	6	6	1	588	1	"aangenaam"	0	3
"345"	3	"v"	89	3	2	1	7	216	1	6	6	1	570	7	"vriendelijk"	0	2
"346"	3	"v"	90	3	2	1	6	216	1	6	6	1	543	1	"aangenaam"	0	2
"347"	3	"v"	91	3	2	1	6	216	0	5	5	1	655	6	"onaardig"	0	2
"348"	3	"v"	92	3	2	2	5	216	1	6	6	1	676	7	"liefhebbend"	0	4
"349"	3	"v"	93	3	2	2	1	216	1	6	6	1	506	7	"lief"	1	1
"350"	3	"v"	94	3	2	2	5	216	0	5	5	1	602	7	"humeurig"	0	4
"352"	3	"v"	96	3	2	2	3	216	1	6	6	1	547	6	"aangenaam"	1	1
"353"	3	"v"	97	4	2	2	3	216	0	5	5	1	584	1	"stug"	1	1
"354"	3	"v"	98	4	2	1	6	216	0	5	5	1	743	7	"onvriendelijk"	0	2
"355"	3	"v"	99	4	2	2	3	216	1	6	6	1	749	1	"aangenaam"	1	1
"356"	3	"v"	100	4	2	1	7	216	1	6	6	1	624	7	"vriendelijk"	0	2
"357"	3	"v"	101	4	2	1	2	216	0	5	5	1	622	7	"onsympathiek"	0	3
"358"	3	"v"	102	4	2	1	0	216	1	6	6	1	676	7	"sympathiek"	0	4
"359"	3	"v"	103	4	2	2	3	216	0	5	5	1	735	7	"stug"	1	1
"360"	3	"v"	104	4	2	1	0	216	0	5	5	1	615	10	"irritant"	0	4
"361"	3	"v"	105	4	2	2	4	216	0	5	5	1	714	7	"irritant"	0	3
"362"	3	"v"	106	4	2	1	2	216	1	6	6	1	646	1	"aangenaam"	0	3
"363"	3	"v"	107	4	2	1	0	216	1	6	6	1	618	7	"mooi"	0	4
"364"	3	"v"	108	4	2	1	2	216	0	5	5	1	683	6	"onsympathiek"	0	3
"365"	3	"v"	109	4	2	1	2	216	1	6	6	1	647	7	"lief"	0	3
"366"	3	"v"	110	4	2	2	5	216	0	5	5	1	606	1	"humeurig"	0	4
"367"	3	"v"	111	4	2	1	2	216	0	5	5	1	809	1	"onsympathiek"	0	3
"368"	3	"v"	112	4	2	1	0	216	0	5	5	1	558	1	"stug"	0	4
"369"	3	"v"	113	4	2	2	5	216	1	6	6	1	624	1	"mooi"	0	4
"370"	3	"v"	114	4	2	1	7	216	0	5	5	1	530	1	"onsympathiek"	0	2
"371"	3	"v"	115	4	2	1	7	216	1	6	6	1	634	6	"liefhebbend"	0	2
"372"	3	"v"	116	4	2	1	6	216	0	5	5	1	690	1	"onsympathiek"	0	2
"373"	3	"v"	117	4	2	1	6	216	0	5	5	1	597	7	"onaardig"	0	2
"374"	3	"v"	118	4	2	2	1	216	1	6	6	1	604	1	"vriendelijk"	1	1
"375"	3	"v"	119	4	2	2	5	216	0	5	5	1	853	1	"irritant"	0	4
"376"	3	"v"	120	4	2	2	1	216	1	6	6	1	586	1	"lief"	1	1
"377"	3	"v"	121	4	2	1	2	216	0	5	5	1	756	7	"onsympathiek"	0	3
"378"	3	"v"	122	4	2	1	6	216	1	6	6	1	546	7	"liefhebbend"	0	2
"379"	3	"v"	123	4	2	2	1	216	1	6	6	1	640	1	"aangenaam"	1	1
"380"	3	"v"	124	4	2	1	0	216	1	6	6	1	598	1	"vriendelijk"	0	4
"381"	3	"v"	125	4	2	2	3	216	1	6	6	1	677	1	"lief"	1	1
"382"	3	"v"	126	4	2	1	2	216	0	5	5	1	673	9	"onvriendelijk"	0	3
"383"	3	"v"	127	4	2	2	5	216	1	6	6	1	728	1	"liefhebbend"	0	4
"384"	3	"v"	128	4	2	1	7	216	0	5	5	1	702	1	"onvriendelijk"	0	2
"386"	4	"v"	2	1	1	2	4	216	1	5	5	1	550	1	"liefhebbend"	0	2
"387"	4	"v"	3	1	1	2	5	216	0	6	6	1	565	7	"onvriendelijk"	1	1
"388"	4	"v"	4	1	1	1	6	216	1	5	5	1	551	8	"liefhebbend"	1	1
"389"	4	"v"	5	1	1	2	4	216	1	5	5	1	523	1	"sympathiek"	0	2
"390"	4	"v"	6	1	1	1	2	216	1	5	5	1	499	1	"lief"	0	4
"391"	4	"v"	7	1	1	1	0	216	0	6	6	1	577	1	"onsympathiek"	1	1
"392"	4	"v"	8	1	1	2	4	216	1	5	5	1	510	6	"lief"	0	2
"393"	4	"v"	9	1	1	2	1	216	1	5	5	1	465	1	"sympathiek"	1	1
"394"	4	"v"	10	1	1	2	3	216	0	6	6	1	545	20	"onaardig"	0	3
"395"	4	"v"	11	1	1	1	0	216	0	6	6	1	425	8	"onsympathiek"	1	1
"396"	4	"v"	12	1	1	2	1	216	1	5	5	1	568	1	"liefhebbend"	1	1
"397"	4	"v"	13	1	1	1	7	216	1	5	5	1	420	7	"lief"	0	4
"398"	4	"v"	14	1	1	2	5	216	1	5	5	1	439	1	"vriendelijk"	1	1
"399"	4	"v"	15	1	1	1	6	216	0	6	6	1	588	7	"irritant"	1	1
"400"	4	"v"	16	1	1	1	7	216	1	5	5	1	539	10	"mooi"	0	4
"401"	4	"v"	17	1	1	2	1	216	0	6	6	1	589	1	"irritant"	1	1
"402"	4	"v"	18	1	1	2	5	216	1	5	5	1	616	7	"liefhebbend"	1	1
"403"	4	"v"	19	1	1	2	4	216	1	5	5	1	389	1	"lief"	0	2
"404"	4	"v"	20	1	1	2	3	216	0	6	6	1	588	1	"onaardig"	0	3
"405"	4	"v"	21	1	1	1	0	216	1	5	5	1	624	1	"sympathiek"	1	1
"406"	4	"v"	22	1	1	2	5	216	0	6	6	1	750	7	"humeurig"	1	1
"407"	4	"v"	23	1	1	1	7	216	1	5	5	1	833	6	"lief"	0	4
"408"	4	"v"	24	1	1	1	7	216	1	5	5	1	490	6	"lief"	0	4
"409"	4	"v"	25	1	1	1	7	216	0	6	6	1	514	1	"onsympathiek"	0	4
"410"	4	"v"	26	1	1	2	3	216	1	5	5	1	511	1	"liefhebbend"	0	3
"411"	4	"v"	27	1	1	2	4	216	1	5	5	1	431	6	"vriendelijk"	0	2
"412"	4	"v"	28	1	1	1	2	216	0	6	6	1	569	1	"irritant"	0	4
"413"	4	"v"	29	1	1	2	1	216	1	5	5	1	498	1	"aangenaam"	1	1
"414"	4	"v"	30	1	1	1	6	216	1	5	5	1	548	1	"lief"	1	1
"415"	4	"v"	31	1	1	1	0	216	0	6	6	1	836	1	"stug"	1	1
"416"	4	"v"	32	1	1	1	2	216	1	5	5	1	735	1	"sympathiek"	0	4
"417"	4	"v"	33	2	1	1	7	216	1	5	5	1	401	1	"mooi"	0	4
"418"	4	"v"	34	2	1	1	2	216	1	5	5	1	510	1	"sympathiek"	0	4
"419"	4	"v"	35	2	1	1	7	216	0	6	6	1	539	1	"irritant"	0	4
"420"	4	"v"	36	2	1	2	4	216	0	6	6	1	562	1	"irritant"	0	2
"421"	4	"v"	37	2	1	2	4	216	0	6	6	1	545	7	"stug"	0	2
"422"	4	"v"	38	2	1	2	5	216	1	5	5	1	595	1	"mooi"	1	1
"423"	4	"v"	39	2	1	1	0	216	1	5	5	1	354	6	"mooi"	1	1
"424"	4	"v"	40	2	1	1	7	216	1	5	5	1	491	7	"vriendelijk"	0	4
"425"	4	"v"	41	2	1	1	0	216	1	5	5	1	411	7	"aangenaam"	1	1
"426"	4	"v"	42	2	1	2	5	216	0	6	6	1	634	6	"onaardig"	1	1
"427"	4	"v"	43	2	1	2	1	216	1	5	5	1	563	1	"aangenaam"	1	1
"428"	4	"v"	44	2	1	2	1	216	0	6	6	1	568	1	"humeurig"	1	1
"429"	4	"v"	45	2	1	1	6	216	1	5	5	1	492	7	"liefhebbend"	1	1
"430"	4	"v"	46	2	1	1	0	216	0	6	6	1	510	7	"onvriendelijk"	1	1
"431"	4	"v"	47	2	1	1	2	216	0	6	6	1	560	1	"onsympathiek"	0	4
"432"	4	"v"	48	2	1	2	1	216	0	6	6	1	485	1	"onsympathiek"	1	1
"433"	4	"v"	49	2	1	2	4	216	0	6	6	1	429	6	"onsympathiek"	0	2
"434"	4	"v"	50	2	1	2	5	216	0	6	6	1	546	7	"onaardig"	1	1
"435"	4	"v"	51	2	1	2	3	216	1	5	5	1	446	1	"mooi"	0	3
"436"	4	"v"	52	2	1	2	3	216	1	5	5	1	675	1	"liefhebbend"	0	3
"437"	4	"v"	53	2	1	2	5	216	0	6	6	1	645	7	"stug"	1	1
"438"	4	"v"	54	2	1	2	1	216	0	6	6	1	531	1	"stug"	1	1
"439"	4	"v"	55	2	1	2	4	216	0	6	6	1	564	1	"irritant"	0	2
"440"	4	"v"	56	2	1	2	3	216	1	5	5	1	526	7	"vriendelijk"	0	3
"441"	4	"v"	57	2	1	1	6	216	1	5	5	1	621	7	"vriendelijk"	1	1
"442"	4	"v"	58	2	1	2	5	216	0	6	6	1	567	1	"irritant"	1	1
"443"	4	"v"	59	2	1	1	2	216	0	6	6	1	406	1	"irritant"	0	4
"444"	4	"v"	60	2	1	1	6	216	0	6	6	1	386	1	"onvriendelijk"	1	1
"445"	4	"v"	61	2	1	1	6	216	0	6	6	1	452	1	"onvriendelijk"	1	1
"446"	4	"v"	62	2	1	1	6	216	0	6	6	1	480	7	"onaardig"	1	1
"447"	4	"v"	63	2	1	2	1	216	0	6	6	1	579	1	"humeurig"	1	1
"448"	4	"v"	64	2	1	1	0	216	0	6	6	1	370	7	"onsympathiek"	1	1
"449"	4	"v"	65	3	1	1	6	216	0	6	6	1	460	6	"irritant"	1	1
"451"	4	"v"	67	3	1	1	7	216	0	6	6	1	329	1	"onsympathiek"	0	4
"452"	4	"v"	68	3	1	1	0	216	1	5	5	1	591	6	"mooi"	1	1
"453"	4	"v"	69	3	1	2	1	216	0	6	6	1	669	2	"stug"	1	1
"454"	4	"v"	70	3	1	2	5	216	0	6	6	1	519	1	"onsympathiek"	1	1
"455"	4	"v"	71	3	1	1	6	216	1	5	5	1	492	1	"mooi"	1	1
"456"	4	"v"	72	3	1	2	3	216	0	6	6	1	430	1	"onsympathiek"	0	3
"457"	4	"v"	73	3	1	1	2	216	0	6	6	1	436	1	"humeurig"	0	4
"458"	4	"v"	74	3	1	1	0	216	1	5	5	1	609	1	"lief"	1	1
"459"	4	"v"	75	3	1	1	2	216	1	5	5	1	430	1	"mooi"	0	4
"460"	4	"v"	76	3	1	2	4	216	1	5	5	1	632	1	"mooi"	0	2
"461"	4	"v"	77	3	1	1	0	216	1	5	5	1	434	1	"liefhebbend"	1	1
"463"	4	"v"	79	3	1	1	2	216	0	6	6	1	521	1	"onaardig"	0	4
"464"	4	"v"	80	3	1	1	0	216	1	5	5	1	471	1	"mooi"	1	1
"465"	4	"v"	81	3	1	1	0	216	1	5	5	1	428	1	"liefhebbend"	1	1
"466"	4	"v"	82	3	1	1	2	216	0	6	6	1	448	1	"stug"	0	4
"467"	4	"v"	83	3	1	2	4	216	0	6	6	1	431	7	"onsympathiek"	0	2
"468"	4	"v"	84	3	1	1	0	216	0	6	6	1	418	6	"onaardig"	1	1
"469"	4	"v"	85	3	1	2	3	216	0	6	6	1	492	7	"irritant"	0	3
"470"	4	"v"	86	3	1	2	3	216	0	6	6	1	474	1	"humeurig"	0	3
"471"	4	"v"	87	3	1	1	6	216	1	5	5	1	634	1	"vriendelijk"	1	1
"472"	4	"v"	88	3	1	2	1	216	1	5	5	1	465	7	"lief"	1	1
"473"	4	"v"	89	3	1	2	5	216	1	5	5	1	409	1	"liefhebbend"	1	1
"474"	4	"v"	90	3	1	1	7	216	0	6	6	1	704	1	"stug"	0	4
"475"	4	"v"	91	3	1	1	7	216	1	5	5	1	610	1	"vriendelijk"	0	4
"476"	4	"v"	92	3	1	2	3	216	0	6	6	1	660	7	"humeurig"	0	3
"478"	4	"v"	94	3	1	2	4	216	0	6	6	1	824	1	"humeurig"	0	2
"479"	4	"v"	95	3	1	2	4	216	1	5	5	1	514	1	"lief"	0	2
"480"	4	"v"	96	3	1	2	3	216	1	5	5	1	687	1	"lief"	0	3
"481"	4	"v"	97	4	1	2	1	216	1	5	5	1	472	7	"vriendelijk"	1	1
"482"	4	"v"	98	4	1	1	2	216	1	5	5	1	442	6	"sympathiek"	0	4
"484"	4	"v"	100	4	1	1	6	216	0	6	6	1	593	7	"onsympathiek"	1	1
"485"	4	"v"	101	4	1	1	0	216	0	6	6	1	458	8	"irritant"	1	1
"486"	4	"v"	102	4	1	1	7	216	0	6	6	1	498	7	"humeurig"	0	4
"487"	4	"v"	103	4	1	1	7	216	1	5	5	1	674	1	"sympathiek"	0	4
"488"	4	"v"	104	4	1	2	1	216	0	6	6	1	503	1	"onaardig"	1	1
"489"	4	"v"	105	4	1	1	2	216	1	5	5	1	453	6	"liefhebbend"	0	4
"490"	4	"v"	106	4	1	1	2	216	0	6	6	1	565	33	"humeurig"	0	4
"491"	4	"v"	107	4	1	1	2	216	1	5	5	1	639	1	"vriendelijk"	0	4
"492"	4	"v"	108	4	1	1	6	216	1	5	5	1	453	1	"vriendelijk"	1	1
"493"	4	"v"	109	4	1	2	3	216	1	5	5	1	394	1	"aangenaam"	0	3
"494"	4	"v"	110	4	1	2	3	216	0	6	6	1	581	6	"stug"	0	3
"495"	4	"v"	111	4	1	2	1	216	1	5	5	1	515	7	"mooi"	1	1
"496"	4	"v"	112	4	1	1	7	216	0	6	6	1	573	1	"onsympathiek"	0	4
"497"	4	"v"	113	4	1	2	5	216	1	5	5	1	511	22	"lief"	1	1
"498"	4	"v"	114	4	1	2	5	216	1	5	5	1	516	1	"sympathiek"	1	1
"499"	4	"v"	115	4	1	2	1	216	1	5	5	1	433	1	"sympathiek"	1	1
"500"	4	"v"	116	4	1	2	4	216	1	5	5	1	469	1	"vriendelijk"	0	2
"502"	4	"v"	118	4	1	1	6	216	1	5	5	1	700	1	"mooi"	1	1
"503"	4	"v"	119	4	1	1	2	216	1	5	5	1	464	7	"vriendelijk"	0	4
"504"	4	"v"	120	4	1	2	4	216	0	6	6	1	617	1	"irritant"	0	2
"505"	4	"v"	121	4	1	2	5	216	1	5	5	1	685	1	"sympathiek"	1	1
"506"	4	"v"	122	4	1	1	7	216	0	6	6	1	472	1	"onaardig"	0	4
"507"	4	"v"	123	4	1	2	5	216	1	5	5	1	463	1	"mooi"	1	1
"508"	4	"v"	124	4	1	2	3	216	1	5	5	1	548	7	"vriendelijk"	0	3
"509"	4	"v"	125	4	1	2	3	216	0	6	6	1	550	1	"onaardig"	0	3
"510"	4	"v"	126	4	1	1	6	216	0	6	6	1	533	1	"irritant"	1	1
"511"	4	"v"	127	4	1	2	5	216	0	6	6	1	482	6	"onaardig"	1	1
"512"	4	"v"	128	4	1	1	6	216	0	6	6	1	462	1	"stug"	1	1
"513"	5	"m"	1	1	1	1	0	216	1	5	5	1	542	1	"aangenaam"	0	4
"515"	5	"m"	3	1	1	2	4	216	1	5	5	1	437	7	"mooi"	0	4
"516"	5	"m"	4	1	1	2	3	216	0	6	6	1	569	1	"onsympathiek"	0	4
"517"	5	"m"	5	1	1	1	0	216	0	6	6	1	546	9	"onsympathiek"	0	4
"518"	5	"m"	6	1	1	1	0	216	0	6	6	1	451	1	"onvriendelijk"	0	4
"519"	5	"m"	7	1	1	2	3	216	1	5	5	1	449	1	"mooi"	0	4
"520"	5	"m"	8	1	1	2	5	216	1	5	5	1	409	7	"mooi"	0	4
"521"	5	"m"	9	1	1	1	1	216	1	5	5	1	381	1	"mooi"	0	4
"522"	5	"m"	10	1	1	2	3	216	0	6	6	1	483	1	"irritant"	0	4
"523"	5	"m"	11	1	1	2	4	216	1	5	5	1	495	9	"mooi"	0	4
"524"	5	"m"	12	1	1	1	7	216	1	5	5	1	462	7	"liefhebbend"	0	4
"525"	5	"m"	13	1	1	2	2	216	1	5	5	1	414	1	"vriendelijk"	0	4
"526"	5	"m"	14	1	1	1	1	216	0	6	6	1	497	1	"onvriendelijk"	0	4
"529"	5	"m"	17	1	1	2	4	216	0	6	6	1	565	7	"stug"	0	4
"530"	5	"m"	18	1	1	1	7	216	1	5	5	1	489	1	"vriendelijk"	0	4
"531"	5	"m"	19	1	1	1	0	216	0	6	6	1	479	7	"irritant"	0	4
"532"	5	"m"	20	1	1	2	3	216	1	5	5	1	515	1	"aangenaam"	0	4
"533"	5	"m"	21	1	1	1	7	216	1	5	5	1	401	6	"vriendelijk"	0	4
"535"	5	"m"	23	1	1	2	5	216	1	5	5	1	484	6	"mooi"	0	4
"536"	5	"m"	24	1	1	2	2	216	1	5	5	1	405	6	"vriendelijk"	0	4
"537"	5	"m"	25	1	1	1	1	216	0	6	6	1	669	1	"onsympathiek"	0	4
"538"	5	"m"	26	1	1	2	4	216	1	5	5	1	449	1	"liefhebbend"	0	4
"539"	5	"m"	27	1	1	1	6	216	0	6	6	1	552	1	"onsympathiek"	0	4
"540"	5	"m"	28	1	1	1	7	216	1	5	5	1	384	7	"sympathiek"	0	4
"541"	5	"m"	29	1	1	1	7	216	1	5	5	1	387	7	"vriendelijk"	0	4
"542"	5	"m"	30	1	1	2	3	216	1	5	5	1	421	7	"liefhebbend"	0	4
"543"	5	"m"	31	1	1	1	0	216	1	5	5	1	394	1	"lief"	0	4
"544"	5	"m"	32	1	1	1	6	216	0	6	6	1	410	1	"irritant"	0	4
"545"	5	"m"	33	2	1	2	5	216	0	6	6	1	442	1	"onvriendelijk"	0	4
"546"	5	"m"	34	2	1	2	5	216	0	6	6	1	446	7	"onsympathiek"	0	4
"547"	5	"m"	35	2	1	1	1	216	1	5	5	1	425	6	"sympathiek"	0	4
"548"	5	"m"	36	2	1	2	5	216	1	5	5	1	420	7	"lief"	0	4
"550"	5	"m"	38	2	1	1	0	216	0	6	6	1	419	6	"stug"	0	4
"551"	5	"m"	39	2	1	1	0	216	1	5	5	1	424	7	"mooi"	0	4
"552"	5	"m"	40	2	1	2	2	216	1	5	5	1	497	7	"liefhebbend"	0	4
"553"	5	"m"	41	2	1	2	4	216	1	5	5	1	512	1	"aangenaam"	0	4
"554"	5	"m"	42	2	1	2	2	216	0	6	6	1	465	1	"humeurig"	0	4
"555"	5	"m"	43	2	1	2	3	216	0	6	6	1	557	1	"humeurig"	0	4
"556"	5	"m"	44	2	1	2	5	216	0	6	6	1	427	1	"onaardig"	0	4
"558"	5	"m"	46	2	1	1	7	216	0	6	6	1	442	1	"irritant"	0	4
"560"	5	"m"	48	2	1	1	6	216	0	6	6	1	382	7	"onvriendelijk"	0	4
"561"	5	"m"	49	2	1	2	5	216	1	5	5	1	493	1	"liefhebbend"	0	4
"563"	5	"m"	51	2	1	1	6	216	0	6	6	1	456	1	"onvriendelijk"	0	4
"564"	5	"m"	52	2	1	1	1	216	1	5	5	1	488	7	"aangenaam"	0	4
"565"	5	"m"	53	2	1	2	4	216	0	6	6	1	479	7	"onaardig"	0	4
"566"	5	"m"	54	2	1	2	5	216	0	6	6	1	441	6	"humeurig"	0	4
"567"	5	"m"	55	2	1	1	0	216	1	5	5	1	536	6	"mooi"	0	4
"568"	5	"m"	56	2	1	1	7	216	1	5	5	1	391	6	"aangenaam"	0	4
"569"	5	"m"	57	2	1	2	4	216	0	6	6	1	394	7	"onvriendelijk"	0	4
"570"	5	"m"	58	2	1	2	3	216	1	5	5	1	456	9	"mooi"	0	4
"571"	5	"m"	59	2	1	1	0	216	1	5	5	1	439	1	"liefhebbend"	0	4
"575"	5	"m"	63	2	1	2	5	216	0	6	6	1	409	8	"onsympathiek"	0	4
"576"	5	"m"	64	2	1	1	0	216	0	6	6	1	473	1	"irritant"	0	4
"578"	5	"m"	66	3	1	2	4	216	1	5	5	1	430	6	"sympathiek"	0	4
"579"	5	"m"	67	3	1	1	1	216	0	6	6	1	510	7	"humeurig"	0	4
"580"	5	"m"	68	3	1	1	1	216	1	5	5	1	396	6	"vriendelijk"	0	4
"581"	5	"m"	69	3	1	2	3	216	0	6	6	1	552	1	"humeurig"	0	4
"583"	5	"m"	71	3	1	2	2	216	0	6	6	1	628	1	"onsympathiek"	0	4
"584"	5	"m"	72	3	1	1	7	216	0	6	6	1	561	1	"stug"	0	4
"585"	5	"m"	73	3	1	2	5	216	1	5	5	1	541	7	"aangenaam"	0	4
"586"	5	"m"	74	3	1	2	3	216	0	6	6	1	542	1	"humeurig"	0	4
"587"	5	"m"	75	3	1	1	7	216	0	6	6	1	441	1	"onvriendelijk"	0	4
"588"	5	"m"	76	3	1	1	6	216	1	5	5	1	537	8	"vriendelijk"	0	4
"589"	5	"m"	77	3	1	1	7	216	1	5	5	1	515	1	"liefhebbend"	0	4
"592"	5	"m"	80	3	1	2	3	216	0	6	6	1	482	6	"onaardig"	0	4
"593"	5	"m"	81	3	1	2	4	216	1	5	5	1	500	1	"liefhebbend"	0	4
"594"	5	"m"	82	3	1	2	4	216	0	6	6	1	531	7	"onsympathiek"	0	4
"596"	5	"m"	84	3	1	1	7	216	0	6	6	1	411	1	"humeurig"	0	4
"597"	5	"m"	85	3	1	1	6	216	0	6	6	1	416	1	"humeurig"	0	4
"598"	5	"m"	86	3	1	2	5	216	0	6	6	1	418	1	"irritant"	0	4
"599"	5	"m"	87	3	1	1	0	216	0	6	6	1	467	7	"humeurig"	0	4
"600"	5	"m"	88	3	1	2	4	216	0	6	6	1	526	7	"onaardig"	0	4
"601"	5	"m"	89	3	1	2	3	216	1	5	5	1	497	7	"mooi"	0	4
"602"	5	"m"	90	3	1	1	1	216	1	5	5	1	505	1	"vriendelijk"	0	4
"603"	5	"m"	91	3	1	1	6	216	0	6	6	1	455	1	"stug"	0	4
"604"	5	"m"	92	3	1	2	4	216	0	6	6	1	502	7	"onaardig"	0	4
"606"	5	"m"	94	3	1	1	0	216	1	5	5	1	451	6	"mooi"	0	4
"607"	5	"m"	95	3	1	1	6	216	1	5	5	1	536	1	"aangenaam"	0	4
"608"	5	"m"	96	3	1	1	6	216	0	6	6	1	418	7	"onvriendelijk"	0	4
"609"	5	"m"	97	4	1	2	5	216	1	5	5	1	499	1	"liefhebbend"	0	4
"610"	5	"m"	98	4	1	2	3	216	1	5	5	1	431	1	"vriendelijk"	0	4
"611"	5	"m"	99	4	1	2	4	216	1	5	5	1	388	7	"liefhebbend"	0	4
"612"	5	"m"	100	4	1	1	0	216	1	5	5	1	396	7	"mooi"	0	4
"613"	5	"m"	101	4	1	2	3	216	1	5	5	1	388	7	"lief"	0	4
"615"	5	"m"	103	4	1	1	6	216	1	5	5	1	441	7	"vriendelijk"	0	4
"616"	5	"m"	104	4	1	1	6	216	0	6	6	1	418	1	"onaardig"	0	4
"617"	5	"m"	105	4	1	2	2	216	0	6	6	1	401	1	"stug"	0	4
"618"	5	"m"	106	4	1	2	5	216	1	5	5	1	372	1	"vriendelijk"	0	4
"619"	5	"m"	107	4	1	2	4	216	0	6	6	1	476	1	"humeurig"	0	4
"621"	5	"m"	109	4	1	1	1	216	0	6	6	1	417	1	"irritant"	0	4
"622"	5	"m"	110	4	1	2	2	216	1	5	5	1	488	1	"aangenaam"	0	4
"623"	5	"m"	111	4	1	1	6	216	1	5	5	1	584	1	"lief"	0	4
"624"	5	"m"	112	4	1	1	1	216	0	6	6	1	436	9	"onvriendelijk"	0	4
"625"	5	"m"	113	4	1	1	0	216	0	6	6	1	397	7	"onsympathiek"	0	4
"626"	5	"m"	114	4	1	1	6	216	1	5	5	1	448	1	"liefhebbend"	0	4
"627"	5	"m"	115	4	1	1	1	216	0	6	6	1	476	1	"onaardig"	0	4
"628"	5	"m"	116	4	1	2	5	216	0	6	6	1	462	7	"onaardig"	0	4
"629"	5	"m"	117	4	1	1	7	216	0	6	6	1	396	1	"onvriendelijk"	0	4
"630"	5	"m"	118	4	1	1	1	216	0	6	6	1	383	7	"onvriendelijk"	0	4
"631"	5	"m"	119	4	1	2	4	216	1	5	5	1	365	7	"lief"	0	4
"633"	5	"m"	121	4	1	1	7	216	0	6	6	1	340	7	"onaardig"	0	4
"634"	5	"m"	122	4	1	1	1	216	1	5	5	1	422	1	"aangenaam"	0	4
"635"	5	"m"	123	4	1	2	2	216	1	5	5	1	400	6	"liefhebbend"	0	4
"637"	5	"m"	125	4	1	1	6	216	1	5	5	1	424	7	"liefhebbend"	0	4
"638"	5	"m"	126	4	1	1	1	216	1	5	5	1	383	7	"mooi"	0	4
"639"	5	"m"	127	4	1	2	5	216	0	6	6	1	541	1	"stug"	0	4
"640"	5	"m"	128	4	1	2	2	216	1	5	5	1	446	6	"liefhebbend"	0	4
"642"	6	"v"	2	1	2	1	0	216	0	5	5	1	633	6	"irritant"	0	2
"644"	6	"v"	4	1	2	1	0	216	1	6	6	1	505	9	"sympathiek"	0	2
"645"	6	"v"	5	1	2	1	0	216	0	5	5	1	559	7	"irritant"	0	2
"646"	6	"v"	6	1	2	2	5	216	1	6	6	1	457	7	"mooi"	1	1
"647"	6	"v"	7	1	2	1	7	216	0	5	5	1	549	6	"onaardig"	1	1
"648"	6	"v"	8	1	2	1	7	216	1	6	6	1	465	1	"sympathiek"	1	1
"649"	6	"v"	9	1	2	2	4	216	0	5	5	1	746	1	"onvriendelijk"	1	1
"650"	6	"v"	10	1	2	1	6	216	1	6	6	1	481	1	"lief"	1	1
